index,sessionid,tablaid,utalasid,kezdes,befejezes,tipp,tipp1,tipp2,tipp3,tipp4,tipp5,tipp6,tipp7,tipp8,tipp9,tipp10,tipp11,tipp12
333,AB5F5B2465A0E771FC8010F82D8750F4,26,4,2021-11-10 22:26:55.697,2021-11-10 22:27:08.88,2,harang,csavar,,,,,,,,,,
334,AB5F5B2465A0E771FC8010F82D8750F4,35,5,2021-11-10 22:27:14.599,2021-11-10 22:27:26.617,3,magyar,kormány,édes,,,,,,,,,
335,AB5F5B2465A0E771FC8010F82D8750F4,1,1,2021-11-10 22:27:28.33,2021-11-10 22:27:43.624,2,olaj,tánc,,,,,,,,,,
336,AB5F5B2465A0E771FC8010F82D8750F4,30,5,2021-11-10 22:27:45.125,2021-11-10 22:27:53.989,3,mese,baba,szellem,,,,,,,,,
337,AB5F5B2465A0E771FC8010F82D8750F4,43,7,2021-11-10 22:27:55.247,2021-11-10 22:28:11.214,2,szakács,ügyvéd,,,,,,,,,,
338,AB5F5B2465A0E771FC8010F82D8750F4,63,8,2021-11-10 22:28:12.813,2021-11-10 22:28:29.01,3,anyag,palack,atom,,,,,,,,,
339,AB5F5B2465A0E771FC8010F82D8750F4,17,0,2021-11-10 22:28:30.528,2021-11-10 22:28:41.817,4,gyémánt,lovag,óriás,egér,,,,,,,,
340,AB5F5B2465A0E771FC8010F82D8750F4,34,1,2021-11-10 22:29:16.542,2021-11-10 22:29:27.514,2,tüdő,lyuk,,,,,,,,,,
341,AB5F5B2465A0E771FC8010F82D8750F4,57,8,2021-11-10 22:29:29.325,2021-11-10 22:29:46.032,3,sárkány,rendőr,repül,,,,,,,,,
342,AB5F5B2465A0E771FC8010F82D8750F4,19,4,2021-11-10 22:29:47.324,2021-11-10 22:30:01.862,2,koporsó,sötét,,,,,,,,,,
343,AB5F5B2465A0E771FC8010F82D8750F4,46,7,2021-11-10 22:30:15.135,2021-11-10 22:30:27.783,2,nyom,kesztyű,,,,,,,,,,
344,AB5F5B2465A0E771FC8010F82D8750F4,36,6,2021-11-10 22:30:29.924,2021-11-10 22:30:47.419,5,helikopter,kaszinó,távolság,kormány,lámpa,,,,,,,
345,AB5F5B2465A0E771FC8010F82D8750F4,64,5,2021-11-10 22:30:49.154,2021-11-10 22:30:55.389,3,természet,béka,egér,,,,,,,,,
346,62D8F1C485275A8B7463619AE02D20D8,56,2,2021-11-11 07:48:49.651,2021-11-11 07:49:11.884,3,indián,bika,pénz,,,,,,,,,
347,62D8F1C485275A8B7463619AE02D20D8,26,6,2021-11-11 07:49:17.656,2021-11-11 07:49:57.456,5,betegség,macska,görög,háború,csavar,,,,,,,
348,62D8F1C485275A8B7463619AE02D20D8,35,0,2021-11-11 07:50:03.273,2021-11-11 08:02:54.034,5,király,forma,kormány,hold,papír,,,,,,,
349,62D8F1C485275A8B7463619AE02D20D8,19,8,2021-11-11 08:02:58.006,2021-11-11 08:03:22.532,5,barát,sötét,csatorna,koporsó,hatalom,,,,,,,
350,66255BD6A522D4AC6AD528C96745A2D6,95,0,2021-11-11 10:21:56.909,2021-11-11 10:22:56.751,4,föld,távolság,ajtó,háború,,,,,,,,
351,66255BD6A522D4AC6AD528C96745A2D6,34,2,2021-11-11 10:23:02.619,2021-11-11 10:23:37.673,3,templom,torta,zseni,,,,,,,,,
352,66255BD6A522D4AC6AD528C96745A2D6,53,7,2021-11-11 10:23:40.832,2021-11-11 10:23:59.94,2,kormány,bíró,,,,,,,,,,
353,66255BD6A522D4AC6AD528C96745A2D6,27,5,2021-11-11 10:24:02.523,2021-11-11 10:24:19.897,3,szék,betegség,egészség,,,,,,,,,
354,66255BD6A522D4AC6AD528C96745A2D6,92,7,2021-11-11 10:24:24.375,2021-11-11 10:24:44.152,2,kereszt,atom,,,,,,,,,,
355,EEE333FF327309FF71170491D0A7F869,17,4,2021-11-11 10:28:26.519,2021-11-11 10:28:56.271,2,robot,halál,,,,,,,,,,
356,EEE333FF327309FF71170491D0A7F869,58,5,2021-11-11 10:30:14.503,2021-11-11 10:31:08.005,5,kereszt,tudós,csiga,majom,kutya,,,,,,,
357,EEE333FF327309FF71170491D0A7F869,51,4,2021-11-11 10:31:12.769,2021-11-11 10:31:36.222,2,lámpa,világos,,,,,,,,,,
358,EEE333FF327309FF71170491D0A7F869,99,5,2021-11-11 10:31:38.542,2021-11-11 10:32:10.749,3,gitár,motor,telefon,,,,,,,,,
359,EEE333FF327309FF71170491D0A7F869,86,4,2021-11-11 10:32:16.079,2021-11-11 10:32:47.864,4,toll,alak,törpe,forma,,,,,,,,
360,EEE333FF327309FF71170491D0A7F869,45,7,2021-11-11 10:32:49.801,2021-11-11 10:33:10.68,2,anya,stadion,,,,,,,,,,
361,FB410D99E123C65BBC4CC7FEA757BFD1,41,5,2021-11-11 10:41:20.197,2021-11-11 10:41:56.968,5,pisztoly,helikopter,csatorna,határ,motor,,,,,,,
362,FB410D99E123C65BBC4CC7FEA757BFD1,54,7,2021-11-11 10:42:01.34,2021-11-11 10:42:25.571,3,motor,lélek,cipő,,,,,,,,,
363,FB410D99E123C65BBC4CC7FEA757BFD1,35,8,2021-11-11 10:42:29.046,2021-11-11 10:42:39.282,3,kulcs,szem,jegy,,,,,,,,,
364,EB52E9827F8F55CC6CCBE7EB47A85B73,32,1,2021-11-11 11:23:27.789,2021-11-11 11:24:05.326,4,méreg,gyűrű,csillag,láda,,,,,,,,
365,A57EE58600E0ADC0EA436391CC22CDF0,4,7,2021-11-11 11:28:26.237,2021-11-11 11:29:06.162,2,motor,helikopter,,,,,,,,,,
366,A57EE58600E0ADC0EA436391CC22CDF0,47,1,2021-11-11 11:29:37.582,2021-11-11 11:30:51.221,3,kártya,lámpa,szék,,,,,,,,,
367,A57EE58600E0ADC0EA436391CC22CDF0,72,8,2021-11-11 11:30:55.698,2021-11-11 11:31:29.536,3,távolság,hullám,olaj,,,,,,,,,
368,DF6205CC034AD6067B76A4613C1C240F,36,1,2021-11-11 11:30:56.266,2021-11-11 11:31:42.235,2,oszt,távolság,,,,,,,,,,
369,A57EE58600E0ADC0EA436391CC22CDF0,5,0,2021-11-11 11:31:32.26,2021-11-11 11:32:08.086,5,pisztoly,robot,nyom,ügynök,hajt,,,,,,,
370,DF6205CC034AD6067B76A4613C1C240F,68,0,2021-11-11 11:31:47.753,2021-11-11 11:32:41.201,4,meleg,pénz,kritikus,levél,,,,,,,,
371,755664703B7D0C0EEA1361B83975E328,64,8,2021-11-11 11:39:24.986,2021-11-11 11:39:53.899,3,elem,nyom,egér,,,,,,,,,
372,755664703B7D0C0EEA1361B83975E328,74,1,2021-11-11 11:39:58.286,2021-11-11 11:40:15.48,2,medve,nyúl,,,,,,,,,,
373,714D246A9A604D925A4810BF8B07EE93,39,8,2021-11-11 11:41:22.128,2021-11-11 11:41:49.04,3,pohár,erdő,banán,,,,,,,,,
374,714D246A9A604D925A4810BF8B07EE93,14,2,2021-11-11 11:42:16.538,2021-11-11 11:44:32.541,3,nyit,lyuk,tánc,,,,,,,,,
375,714D246A9A604D925A4810BF8B07EE93,28,4,2021-11-11 11:44:36.236,2021-11-11 11:44:54.737,2,nővér,fűszer,,,,,,,,,,
376,714D246A9A604D925A4810BF8B07EE93,43,1,2021-11-11 11:44:58.748,2021-11-11 11:45:15.149,2,lovag,templom,,,,,,,,,,
377,714D246A9A604D925A4810BF8B07EE93,37,3,2021-11-11 11:45:42.631,2021-11-11 11:45:54.391,5,vonal,kenyér,másol,egér,szem,,,,,,,
378,9BE71EA3FAC320D04E2A9F8B6F60B6A9,3,4,2021-11-11 11:53:54.871,2021-11-11 11:54:35.121,2,templom,harang,,,,,,,,,,
379,6D6C0EFAB0B3B8F09CF187885B61615E,18,0,2021-11-11 12:06:59.965,2021-11-11 12:07:37.112,4,szem,pont,levegő,telefon,,,,,,,,
380,3716AF339506AD99C12F7C3BDA233B09,96,0,2021-11-11 13:56:20.393,2021-11-11 13:59:07.849,5,játék,ruha,szoknya,háló,ordít,,,,,,,
381,3716AF339506AD99C12F7C3BDA233B09,67,8,2021-11-11 13:59:22.994,2021-11-11 14:00:02.274,3,kemény,szakács,kenyér,,,,,,,,,
382,44B5F293770DDC42C778CBBE038BF743,35,2,2021-11-11 14:02:42.553,2021-11-11 14:03:37.373,3,tudós,kormány,forma,,,,,,,,,
383,44B5F293770DDC42C778CBBE038BF743,40,0,2021-11-11 14:03:41.685,2021-11-11 14:05:02.31,6,kutya,kórház,orvos,kormány,kulcs,alak,,,,,,
384,44B5F293770DDC42C778CBBE038BF743,93,3,2021-11-11 14:05:09.703,2021-11-11 14:06:04.836,5,ruha,király,udvar,láda,háború,,,,,,,
385,44B5F293770DDC42C778CBBE038BF743,11,7,2021-11-11 14:06:10.522,2021-11-11 14:06:34.11,2,oszt,kutya,,,,,,,,,,
386,44B5F293770DDC42C778CBBE038BF743,95,6,2021-11-11 14:07:03.078,2021-11-11 14:07:45.733,5,ajtó,tévé,motor,kulcs,háború,,,,,,,
387,44B5F293770DDC42C778CBBE038BF743,45,1,2021-11-11 14:07:53.326,2021-11-11 14:08:18.634,2,vonal,szakasz,,,,,,,,,,
388,3716AF339506AD99C12F7C3BDA233B09,57,2,2021-11-11 14:17:27.413,2021-11-11 14:18:23.748,3,kutya,alma,repül,,,,,,,,,
389,3716AF339506AD99C12F7C3BDA233B09,19,3,2021-11-11 14:18:27.825,2021-11-11 14:19:08.798,4,tábla,tanár,toll,csatorna,,,,,,,,
390,FF2D2411AA9E4F5D94DEFC5D7F9F0515,34,1,2021-11-11 14:39:47.075,2021-11-11 14:40:15.759,2,kritikus,zseni,,,,,,,,,,
391,FF2D2411AA9E4F5D94DEFC5D7F9F0515,73,4,2021-11-11 14:40:22.144,2021-11-11 14:40:44.433,3,gyűrű,arany,gyöngy,,,,,,,,,
392,FF2D2411AA9E4F5D94DEFC5D7F9F0515,13,7,2021-11-11 14:40:47.517,2021-11-11 14:41:08.796,2,csempész,nővér,,,,,,,,,,
393,FF2D2411AA9E4F5D94DEFC5D7F9F0515,47,5,2021-11-11 14:41:15.4,2021-11-11 14:41:44.353,3,kártya,bomba,egészség,,,,,,,,,
394,610D52989E95D33F9E926CA780ADEA38,36,6,2021-11-11 15:07:07.962,2021-11-11 15:07:28.343,5,helikopter,nyit,távolság,kormány,éjszaka,,,,,,,
395,610D52989E95D33F9E926CA780ADEA38,20,2,2021-11-11 15:07:30.288,2021-11-11 15:07:40.424,3,bánya,műanyag,háború,,,,,,,,,
396,610D52989E95D33F9E926CA780ADEA38,5,8,2021-11-11 15:07:41.921,2021-11-11 15:07:51.266,3,csap,ügynök,haza,,,,,,,,,
397,610D52989E95D33F9E926CA780ADEA38,84,3,2021-11-11 15:07:53.388,2021-11-11 15:08:09.212,6,háború,kormány,másol,tanár,puska,haza,,,,,,
398,610D52989E95D33F9E926CA780ADEA38,98,4,2021-11-11 15:08:10.765,2021-11-11 15:08:22.181,3,zseni,kritikus,királynő,,,,,,,,,
399,610D52989E95D33F9E926CA780ADEA38,22,6,2021-11-11 15:08:23.551,2021-11-11 15:08:37.509,6,kerek,lyuk,atom,láda,csöpp,pohár,,,,,,
400,610D52989E95D33F9E926CA780ADEA38,48,5,2021-11-11 15:08:39.708,2021-11-11 15:08:49.484,4,pálya,autó,bika,stadion,,,,,,,,
401,E39004730556E2ED06BE685BA7707DE0,19,0,2021-11-11 15:23:48.586,2021-11-11 15:25:21.537,4,toll,hatalom,törpe,könnyű,,,,,,,,
402,E39004730556E2ED06BE685BA7707DE0,46,4,2021-11-11 15:25:26.55,2021-11-11 15:26:07.26,2,nyom,forrás,,,,,,,,,,
403,E39004730556E2ED06BE685BA7707DE0,95,1,2021-11-11 15:26:10.905,2021-11-11 15:26:22.676,2,cipő,csizma,,,,,,,,,,
404,E39004730556E2ED06BE685BA7707DE0,76,3,2021-11-11 15:26:26.944,2021-11-11 15:27:05.432,5,lovag,követ,ügyvéd,magyar,hatalom,,,,,,,
405,E39004730556E2ED06BE685BA7707DE0,32,0,2021-11-11 15:27:09.241,2021-11-11 15:28:19.778,4,templom,bánya,föld,láng,,,,,,,,
406,E39004730556E2ED06BE685BA7707DE0,43,6,2021-11-11 15:28:23.983,2021-11-11 15:29:12.541,6,templom,iskola,száj,tudós,lovag,harang,,,,,,
407,E39004730556E2ED06BE685BA7707DE0,25,2,2021-11-11 15:29:20.444,2021-11-11 15:30:16.19,3,jogász,tanár,torony,,,,,,,,,
408,E39004730556E2ED06BE685BA7707DE0,55,7,2021-11-11 15:31:34.704,2021-11-11 15:31:47.029,2,ügynök,ügyvéd,,,,,,,,,,
409,E39004730556E2ED06BE685BA7707DE0,42,7,2021-11-11 15:31:48.463,2021-11-11 15:32:02.101,2,opera,görög,,,,,,,,,,
410,E39004730556E2ED06BE685BA7707DE0,27,5,2021-11-11 15:32:03.56,2021-11-11 15:32:11.663,3,koporsó,csempész,betegség,,,,,,,,,
411,E39004730556E2ED06BE685BA7707DE0,44,0,2021-11-11 15:32:25.001,2021-11-11 15:32:45.818,4,halál,kaszinó,szám,autó,,,,,,,,
412,E39004730556E2ED06BE685BA7707DE0,11,4,2021-11-11 15:32:48.247,2021-11-11 15:32:50.609,2,tető,villa,,,,,,,,,,
413,E39004730556E2ED06BE685BA7707DE0,88,3,2021-11-11 15:32:57.975,2021-11-11 15:33:02.102,5,árnyék,szoknya,orvos,baba,tojás,,,,,,,
414,E39004730556E2ED06BE685BA7707DE0,58,5,2021-11-11 15:33:05.45,2021-11-11 15:33:52.461,3,gumi,tudós,kutya,,,,,,,,,
415,337C6A09F01685AB6E3F1F2ABE9C831F,39,3,2021-11-11 15:42:58.526,2021-11-11 15:43:42.416,7,idegen,lovag,erdő,hercegnő,rendőr,haza,daru,,,,,
416,337C6A09F01685AB6E3F1F2ABE9C831F,85,7,2021-11-11 15:44:02.827,2021-11-11 15:44:27.57,2,kulcs,rakéta,,,,,,,,,,
417,337C6A09F01685AB6E3F1F2ABE9C831F,41,2,2021-11-11 15:44:36.154,2021-11-11 15:45:06.544,3,helikopter,atom,bolt,,,,,,,,,
418,80E69BC63102BBAFF6A7FA60F86695B9,67,8,2021-11-11 16:42:52.891,2021-11-11 16:43:03.863,3,szakács,anya,vitamin,,,,,,,,,
419,80E69BC63102BBAFF6A7FA60F86695B9,23,5,2021-11-11 16:43:17.878,2021-11-11 16:43:32.12,3,iskola,csillag,hercegnő,,,,,,,,,
420,71F83BB8D253F41ED15A25AE067067D4,47,7,2021-11-11 17:33:53.605,2021-11-11 17:34:24.072,2,király,lovag,,,,,,,,,,
421,71F83BB8D253F41ED15A25AE067067D4,6,4,2021-11-11 17:34:27.773,2021-11-11 17:34:45.401,2,háló,kesztyű,,,,,,,,,,
422,71F83BB8D253F41ED15A25AE067067D4,34,6,2021-11-11 17:34:48.005,2021-11-11 17:35:34.633,5,torta,kártya,csiga,pálya,amazon,,,,,,,
423,71F83BB8D253F41ED15A25AE067067D4,81,2,2021-11-11 17:35:37.774,2021-11-11 17:36:24.955,3,mező,pálya,ügynök,,,,,,,,,
424,71F83BB8D253F41ED15A25AE067067D4,41,7,2021-11-11 17:36:28.297,2021-11-11 17:36:53.784,3,határ,helikopter,szakasz,,,,,,,,,
425,1055AA24BCEC83ABCB01E8341005EA40,40,1,2021-11-11 20:24:25.328,2021-11-11 20:26:18.158,2,kulcs,mező,,,,,,,,,,
426,1055AA24BCEC83ABCB01E8341005EA40,1,2,2021-11-11 20:27:11.099,2021-11-11 20:28:15.118,5,orvos,tiszta,képernyő,ügyvéd,tábla,,,,,,,
427,1055AA24BCEC83ABCB01E8341005EA40,30,2,2021-11-11 20:28:58.633,2021-11-11 20:29:19.669,3,robot,szellem,pilóta,,,,,,,,,
428,1055AA24BCEC83ABCB01E8341005EA40,2,2,2021-11-11 20:29:26.453,2021-11-11 20:30:09.854,4,hajó,harang,levél,háló,,,,,,,,
429,1055AA24BCEC83ABCB01E8341005EA40,12,1,2021-11-11 20:30:26.211,2021-11-11 20:31:43.433,4,iskola,fedél,nyom,haza,,,,,,,,
430,1055AA24BCEC83ABCB01E8341005EA40,52,5,2021-11-11 20:31:54.501,2021-11-11 20:33:08.346,5,könnyű,csap,daru,kártya,gitár,,,,,,,
431,1055AA24BCEC83ABCB01E8341005EA40,50,7,2021-11-11 20:33:16.764,2021-11-11 20:35:07.081,4,színház,halál,autó,volt,,,,,,,,
432,1055AA24BCEC83ABCB01E8341005EA40,27,2,2021-11-11 20:35:39.358,2021-11-11 20:36:49.477,5,egészség,hajó,koporsó,gyűrű,csempész,,,,,,,
433,A8277E66206AF5B935A82D3F8021EB98,17,2,2021-11-11 21:36:35.632,2021-11-11 21:37:20.136,3,kormány,nadrág,óriás,,,,,,,,,
434,AE82902BE65EAC60EF0E3E9CCB831C95,47,5,2021-11-11 21:53:47.499,2021-11-11 21:55:33.781,3,bomba,pilóta,lámpa,,,,,,,,,
435,AE82902BE65EAC60EF0E3E9CCB831C95,92,5,2021-11-11 21:55:40.495,2021-11-11 21:56:34.876,3,csizma,kereszt,villa,,,,,,,,,
436,AE82902BE65EAC60EF0E3E9CCB831C95,36,1,2021-11-11 21:56:37.211,2021-11-11 21:57:29.888,3,kormány,helikopter,ügynök,,,,,,,,,
437,AE82902BE65EAC60EF0E3E9CCB831C95,7,6,2021-11-11 21:57:33.404,2021-11-11 21:58:09.998,5,szél,kutya,betegség,kalóz,figura,,,,,,,
438,864164875BB84F5F330055BEA290CB37,29,6,2021-11-11 23:20:30.741,2021-11-11 23:21:34.759,6,cipő,tojás,pohár,csokoládé,toll,féreg,,,,,,
439,864164875BB84F5F330055BEA290CB37,13,0,2021-11-11 23:21:49.207,2021-11-11 23:22:16.014,7,atom,haza,szén,természet,szikra,pálya,föld,,,,,
440,692D81C2599B7DF515CEC1A75E3BEEEC,99,6,2021-11-12 11:35:41.846,2021-11-12 11:36:55.983,6,kulcs,tojás,baba,telefon,repül,pisztoly,,,,,,
441,692D81C2599B7DF515CEC1A75E3BEEEC,7,1,2021-11-12 11:37:04.198,2021-11-12 11:37:41.701,2,műhold,szív,,,,,,,,,,
442,67757F3B181334B0D62A3339D92502CD,97,6,2021-11-12 11:55:10.988,2021-11-12 11:55:48.412,7,haza,csempész,kalóz,határ,térkép,csatorna,angyal,,,,,
443,67757F3B181334B0D62A3339D92502CD,10,5,2021-11-12 11:56:02.484,2021-11-12 11:56:41.969,5,orvos,szív,szem,meleg,könnyű,,,,,,,
444,67757F3B181334B0D62A3339D92502CD,98,0,2021-11-12 11:56:54.481,2021-11-12 11:57:49.328,6,kritikus,cirkusz,zseni,forrás,egyenes,zöld,,,,,,
445,67757F3B181334B0D62A3339D92502CD,40,7,2021-11-12 11:58:02.478,2021-11-12 11:58:38.882,3,nyit,alak,tánc,,,,,,,,,
446,67757F3B181334B0D62A3339D92502CD,32,8,2021-11-12 11:58:44.049,2021-11-12 12:00:07.943,3,szél,templom,csillag,,,,,,,,,
447,67757F3B181334B0D62A3339D92502CD,93,4,2021-11-12 12:00:10.662,2021-11-12 12:00:34.201,3,tolvaj,taxi,kalóz,,,,,,,,,
448,67757F3B181334B0D62A3339D92502CD,15,5,2021-11-12 12:00:38.092,2021-11-12 12:01:37.537,4,levegő,kenyér,boszorkány,kölyök,,,,,,,,
449,67757F3B181334B0D62A3339D92502CD,63,3,2021-11-12 12:02:29.273,2021-11-12 12:03:08.546,7,kórház,kréta,ajtó,telefon,központ,opera,betegség,,,,,
450,67757F3B181334B0D62A3339D92502CD,27,6,2021-11-12 12:03:14.196,2021-11-12 12:04:21.242,5,szerencse,hajó,sivatag,betegség,hotel,,,,,,,
451,67757F3B181334B0D62A3339D92502CD,53,0,2021-11-12 12:04:29.051,2021-11-12 12:04:57.56,5,kormány,bíró,szakít,határ,puska,,,,,,,
452,2711DC268EAB16666D1191903D444576,56,6,2021-11-12 12:13:56.064,2021-11-12 12:15:20.928,5,taxi,pénz,bika,indián,ügyvéd,,,,,,,
453,2711DC268EAB16666D1191903D444576,21,6,2021-11-12 12:15:33.902,2021-11-12 12:15:47.325,4,erdő,forrás,térkép,park,,,,,,,,
454,2711DC268EAB16666D1191903D444576,82,0,2021-11-12 12:15:53.44,2021-11-12 12:16:45.149,4,szén,alma,haza,bika,,,,,,,,
455,2711DC268EAB16666D1191903D444576,8,6,2021-11-12 12:16:50.625,2021-11-12 12:17:13.473,5,egyenes,száj,árnyék,csatorna,papír,,,,,,,
456,2711DC268EAB16666D1191903D444576,81,4,2021-11-12 12:17:22.042,2021-11-12 12:17:33.51,2,labda,pálya,,,,,,,,,,
457,2711DC268EAB16666D1191903D444576,87,3,2021-11-12 12:17:41.469,2021-11-12 12:18:24.376,4,idegen,háború,csatorna,gomb,,,,,,,,
458,2711DC268EAB16666D1191903D444576,17,3,2021-11-12 12:18:34.422,2021-11-12 12:19:27.677,4,kormány,lovag,opera,óriás,,,,,,,,
459,2711DC268EAB16666D1191903D444576,94,0,2021-11-12 12:19:31.362,2021-11-12 12:19:46.222,3,láng,meleg,apró,,,,,,,,,
460,2711DC268EAB16666D1191903D444576,71,3,2021-11-12 12:19:55.37,2021-11-12 12:20:56.504,7,élet,méreg,koporsó,toll,lyuk,tiszta,könnyű,,,,,
461,2711DC268EAB16666D1191903D444576,55,2,2021-11-12 12:21:06.89,2021-11-12 12:21:24.795,3,láng,álom,lámpa,,,,,,,,,
462,2711DC268EAB16666D1191903D444576,74,8,2021-11-12 12:21:30.267,2021-11-12 12:22:12.715,3,gyöngy,csirke,nyúl,,,,,,,,,
463,2711DC268EAB16666D1191903D444576,37,7,2021-11-12 12:22:17.651,2021-11-12 12:23:33.812,2,nyit,lélek,,,,,,,,,,
464,2711DC268EAB16666D1191903D444576,96,6,2021-11-12 12:23:37.866,2021-11-12 12:24:38.025,7,pohár,tető,háló,körte,kritikus,játék,ruha,,,,,
465,2711DC268EAB16666D1191903D444576,30,0,2021-11-12 12:24:42.848,2021-11-12 12:25:24.229,4,vitamin,hatalom,baba,oszt,,,,,,,,
466,2711DC268EAB16666D1191903D444576,9,4,2021-11-12 12:26:16.068,2021-11-12 12:26:40.4,2,boszorkány,játék,,,,,,,,,,
467,2711DC268EAB16666D1191903D444576,6,2,2021-11-12 12:26:44.986,2021-11-12 12:27:31.405,3,csavar,mozi,fűszer,,,,,,,,,
468,A0794766C9DC7F34CAE85CED2187B7CF,40,4,2021-11-12 12:33:27.248,2021-11-12 12:34:03.04,4,kormány,orvos,tánc,kard,,,,,,,,
469,BC0C69E93E00A09A98F5B7928EA4A9C9,93,0,2021-11-12 12:39:32.974,2021-11-12 12:40:24.137,5,király,udvar,ruha,háború,láda,,,,,,,
470,BC0C69E93E00A09A98F5B7928EA4A9C9,65,7,2021-11-12 12:40:31.664,2021-11-12 12:41:01.535,2,cirkusz,stadion,,,,,,,,,,
471,7D30519D80DC1BD4DF07865990DC467A,16,1,2021-11-12 14:14:36.444,2021-11-12 14:14:44.035,3,telefon,iskola,indián,,,,,,,,,
472,7D30519D80DC1BD4DF07865990DC467A,87,3,2021-11-12 14:14:49.592,2021-11-12 14:14:55.905,4,volt,mező,éjszaka,cápa,,,,,,,,
473,7D30519D80DC1BD4DF07865990DC467A,88,5,2021-11-12 14:15:00.451,2021-11-12 14:15:26.325,3,anyag,gomb,fekete,,,,,,,,,
474,7D30519D80DC1BD4DF07865990DC467A,40,4,2021-11-12 14:15:29.316,2021-11-12 14:15:48.346,2,kulcs,mező,,,,,,,,,,
475,7D30519D80DC1BD4DF07865990DC467A,75,3,2021-11-12 14:15:50.95,2021-11-12 14:16:23.964,6,virág,hideg,óriás,tiszta,láda,tanár,,,,,,
476,0C1A58DFE73B74A559702B6B638ECFC0,3,8,2021-11-12 14:48:30.461,2021-11-12 14:49:09.115,3,teherautó,benzin,olaj,,,,,,,,,
477,F1F91813839442409E72283CF04F09B6,59,5,2021-11-12 17:03:33.285,2021-11-12 17:04:01.716,3,szín,ruha,gyűrű,,,,,,,,,
478,F1F91813839442409E72283CF04F09B6,42,5,2021-11-12 17:04:24.427,2021-11-12 17:04:48.822,3,kölyök,figura,iskola,,,,,,,,,
479,F1F91813839442409E72283CF04F09B6,44,8,2021-11-12 17:05:10.252,2021-11-12 17:05:44.981,3,kaszinó,szám,homok,,,,,,,,,
480,F1F91813839442409E72283CF04F09B6,19,6,2021-11-12 17:05:58.998,2021-11-12 17:06:25.166,4,hideg,sötét,koporsó,puska,,,,,,,,
481,F1F91813839442409E72283CF04F09B6,4,1,2021-11-12 17:07:20.355,2021-11-12 17:07:37.705,2,halál,hold,,,,,,,,,,
482,F1F91813839442409E72283CF04F09B6,1,7,2021-11-12 17:07:47.627,2021-11-12 17:08:10.183,2,képernyő,ügyvéd,,,,,,,,,,
483,F1F91813839442409E72283CF04F09B6,82,3,2021-11-12 17:08:25.725,2021-11-12 17:08:47.745,5,tavasz,szén,térkép,forma,játék,,,,,,,
484,F1F91813839442409E72283CF04F09B6,43,1,2021-11-12 17:08:55.311,2021-11-12 17:09:11.4,2,lovag,templom,,,,,,,,,,
485,9DE388831EDE5BC1AC68E4076E90C070,51,5,2021-11-12 20:52:44.762,2021-11-12 20:52:59.651,3,világos,szín,egér,,,,,,,,,
486,E2C3284CE08C33CEEDE30390DEBA6FC9,76,5,2021-11-12 21:22:17.433,2021-11-12 21:22:51.278,3,ügyvéd,béka,követ,,,,,,,,,
487,E2C3284CE08C33CEEDE30390DEBA6FC9,45,4,2021-11-12 21:23:04.382,2021-11-12 21:23:28.673,2,hullám,hideg,,,,,,,,,,
488,E2C3284CE08C33CEEDE30390DEBA6FC9,83,0,2021-11-12 21:23:41.23,2021-11-12 21:24:11.052,4,cápa,háború,szellem,bíró,,,,,,,,
489,E2C3284CE08C33CEEDE30390DEBA6FC9,92,7,2021-11-12 21:24:15.941,2021-11-12 21:24:58.191,2,kereszt,mozi,,,,,,,,,,
490,E2C3284CE08C33CEEDE30390DEBA6FC9,81,7,2021-11-12 21:25:03.605,2021-11-12 21:25:36.499,2,forma,ügynök,,,,,,,,,,
491,E2C3284CE08C33CEEDE30390DEBA6FC9,80,0,2021-11-12 21:25:46.169,2021-11-12 21:26:15.115,4,virág,természet,angyal,tavasz,,,,,,,,
493,E2C3284CE08C33CEEDE30390DEBA6FC9,93,3,2021-11-12 21:27:55.52,2021-11-12 21:29:22.693,5,oroszlán,király,ruha,udvar,háború,,,,,,,
494,3C8E867554E86863C9339E366D35A1EB,71,8,2021-11-13 07:38:59.308,2021-11-13 07:39:41.298,5,rendőr,lyuk,volt,katona,koporsó,,,,,,,
495,3C8E867554E86863C9339E366D35A1EB,31,8,2021-11-13 07:39:47.081,2021-11-13 07:40:16.666,5,kulcs,tanár,szellem,forrás,szem,,,,,,,
496,3C8E867554E86863C9339E366D35A1EB,55,8,2021-11-13 07:40:21.198,2021-11-13 07:41:02.825,5,láng,rózsa,kréta,csöpp,csiga,,,,,,,
497,669A301E50B8D64196CA568383E20654,69,4,2021-11-13 15:31:15.11,2021-11-13 15:31:42.287,2,oszlop,tégla,,,,,,,,,,
498,669A301E50B8D64196CA568383E20654,76,1,2021-11-13 15:31:47.964,2021-11-13 15:32:05.11,2,lovag,banda,,,,,,,,,,
499,669A301E50B8D64196CA568383E20654,10,1,2021-11-13 15:32:38.357,2021-11-13 15:33:18.139,2,szív,kocka,,,,,,,,,,
500,669A301E50B8D64196CA568383E20654,35,4,2021-11-13 15:33:25.358,2021-11-13 15:33:44.402,2,király,mező,,,,,,,,,,
501,669A301E50B8D64196CA568383E20654,30,3,2021-11-13 15:33:47.409,2021-11-13 15:34:21.067,6,szellem,benzin,hatalom,robot,vitamin,gerinc,,,,,,
