tabla_id;robot_id;szo;szam;1;2;3;4;5;6;7;8
51;9;átmérő;5;kerek;lyuk;lámpa;távolság;szín;;;
52;9;hattyú;5;daru;part;udvar;kereszt;sárkány;;;
53;9;ütésálló;2;műanyag;torta;;;;;;
54;9;borított;5;homok;koporsó;tető;rózsa;óriás;;;
55;9;kaliforniai;4;sivatag;álom;kocka;ügyvéd;;;;
56;9;fejsze;5;gyökér;kemény;kaszinó;kesztyű;sárkány;;;
57;9;művészettörténész;2;sárkány;ügynök;;;;;;
58;9;ívelt;4;kereszt;tető;tévé;csiga;;;;
59;9;mell;4;csomó;kerek;körte;ruha;;;;
60;9;szel;5;banán;park;hold;egyenes;indián;;;
61;9;gyerekkori;2;álom;barát;;;;;;
62;9;elrejtett;5;bomba;műanyag;hotel;csiga;csokoládé;;;
63;9;dekor;5;ajtó;anyag;négyzet;atom;kréta;;;
64;9;csiga;6;béka;egér;daru;törpe;fedél;csillag;;
65;9;ragacsos;5;édes;háló;csokoládé;asztal;tiszta;;;
66;9;eltör;5;gerinc;üveg;csavar;nehéz;gyémánt;;;
67;9;rost;3;vitamin;anyag;kenyér;;;;;
68;9;lehel;5;élet;tüdő;meleg;virág;motor;;;
69;9;állított;6;tégla;oszlop;rakéta;ügynök;asztal;tánc;;
70;9;pultos;5;szakács;gyöngy;csiga;zseni;asztal;;;
71;9;szabadít;5;rendőr;sárkány;méreg;katona;műhold;;;
72;9;színtelen;3;olaj;tiszta;zöld;;;;;
73;9;spirális;5;gyöngy;cápa;lyuk;gyűrű;forma;;;
74;9;kacsa;4;csirke;nyúl;medve;ügyvéd;;;;
75;9;sárgás;6;szürke;virág;olaj;hideg;alma;tiszta;;
76;9;vető;3;szikra;hullám;oszt;;;;;
77;9;púpos;6;boszorkány;pisztoly;egyenes;apró;kocka;fedél;;
78;9;kétéltű;4;bálna;szürke;méreg;tudós;;;;
79;9;vérvörös;6;felhő;száj;ordít;lámpa;kalóz;alak;;
80;9;fodros;6;szoknya;cápa;virág;alma;oszlop;angyal;;
81;9;formáz;4;alak;labda;kulcs;tüdő;;;;
82;9;tüzes;4;oroszlán;bika;szén;éjszaka;;;;
83;9;százéves;4;háború;daru;üveg;villa;;;;
84;9;pirítós;3;kenyér;leves;villa;;;;;
85;9;távirányító;4;motor;kulcs;amazon;csatorna;;;;
86;9;fejtető;4;toll;fekete;bálna;alak;;;;
87;9;testű;4;cápa;kutya;macska;sötét;;;;
88;9;gyöngy;6;gyémánt;fekete;szoknya;fűszer;gomb;béka;;
89;9;karcol;5;kréta;kereszt;kard;pálya;sajt;;;
90;9;szirom;4;rózsa;apró;csillag;csavar;;;;
91;9;fekete;6;csizma;gyöngy;koporsó;arany;szén;oroszlán;;
92;9;ezüst;6;arany;kereszt;szürke;csizma;pohár;fűszer;;
93;9;királynő;5;kalóz;király;tolvaj;udvar;ruha;;;
94;9;robbant;4;lyuk;láng;mozi;apró;;;;
95;9;felhúz;5;csizma;cipő;pisztoly;távolság;ajtó;;;
96;9;átlátszó;6;telefon;pohár;tető;szoknya;körte;ruha;;
97;9;részeges;5;kalóz;angyal;törpe;csokoládé;mese;;;
98;9;tündér;5;sárkány;királynő;zöld;amazon;zseni;;;
99;9;picike;5;baba;asztal;édes;motor;kulcs;;;
